Datum von;Datum bis;Netzlast [MWh] Originalauflösungen;Netzlast inkl. Pumpspeicher [MWh] Originalauflösungen;Pumpspeicher [MWh] Originalauflösungen;Residuallast [MWh] Originalauflösungen
19.06.2024 14:00;19.06.2024 14:15;3.158,00;3.514,50;356,50;1.658,00
19.06.2024 14:15;19.06.2024 14:30;3.182,75;3.539,25;356,50;1.686,00
19.06.2024 14:30;19.06.2024 14:45;3.141,25;3.497,00;355,75;1.660,25
19.06.2024 14:45;19.06.2024 15:00;3.127,25;3.482,75;355,50;1.674,50
19.06.2024 15:00;19.06.2024 15:15;3.127,25;3.482,00;354,75;1.645,00
19.06.2024 15:15;19.06.2024 15:30;3.128,50;3.482,75;354,25;1.647,00
19.06.2024 15:30;19.06.2024 15:45;3.134,00;3.487,75;353,75;1.646,75
19.06.2024 15:45;19.06.2024 16:00;3.146,50;3.500,00;353,50;1.656,50
19.06.2024 16:00;19.06.2024 16:15;3.143,50;3.538,25;394,75;1.665,25
19.06.2024 16:15;19.06.2024 16:30;3.140,25;3.538,25;398,00;1.686,50
19.06.2024 16:30;19.06.2024 16:45;3.177,50;3.575,00;397,50;1.723,75
19.06.2024 16:45;19.06.2024 17:00;3.222,00;3.575,50;353,50;1.753,50
19.06.2024 17:00;19.06.2024 17:15;3.219,00;3.594,00;375,00;1.776,00
19.06.2024 17:15;19.06.2024 17:30;3.293,25;3.596,75;303,50;1.878,00
19.06.2024 17:30;19.06.2024 17:45;3.296,75;3.566,25;269,50;1.902,00
19.06.2024 17:45;19.06.2024 18:00;3.272,50;3.486,00;213,50;1.908,00
19.06.2024 18:00;19.06.2024 18:15;3.256,00;3.308,25;52,25;1.939,50
19.06.2024 18:15;19.06.2024 18:30;3.230,75;3.235,75;5,00;1.964,50
19.06.2024 18:30;19.06.2024 18:45;3.211,75;3.212,00;0,25;1.985,00
19.06.2024 18:45;19.06.2024 19:00;3.235,00;3.235,25;0,25;2.084,75
19.06.2024 19:00;19.06.2024 19:15;3.180,75;3.181,00;0,25;2.130,75
19.06.2024 19:15;19.06.2024 19:30;3.125,25;3.125,25;0,00;2.166,75
19.06.2024 19:30;19.06.2024 19:45;3.069,75;3.069,75;0,00;2.196,75
19.06.2024 19:45;19.06.2024 20:00;3.124,50;3.124,50;0,00;2.305,25
19.06.2024 20:00;19.06.2024 20:15;3.152,75;3.152,75;0,00;2.360,75
19.06.2024 20:15;19.06.2024 20:30;3.153,75;3.153,75;0,00;2.401,50
19.06.2024 20:30;19.06.2024 20:45;3.081,00;3.081,00;0,00;2.391,00
19.06.2024 20:45;19.06.2024 21:00;3.047,75;3.047,75;0,00;2.400,75
19.06.2024 21:00;19.06.2024 21:15;3.021,00;3.021,00;0,00;2.403,00
19.06.2024 21:15;19.06.2024 21:30;3.006,50;3.006,50;0,00;2.382,75
19.06.2024 21:30;19.06.2024 21:45;2.943,75;2.943,75;0,00;2.316,75
19.06.2024 21:45;19.06.2024 22:00;2.944,50;2.944,50;0,00;2.299,00
19.06.2024 22:00;19.06.2024 22:15;2.949,75;2.949,75;0,00;2.267,00
19.06.2024 22:15;19.06.2024 22:30;2.979,00;2.979,00;0,00;2.243,00
19.06.2024 22:30;19.06.2024 22:45;2.920,75;2.920,75;0,00;2.133,75
19.06.2024 22:45;19.06.2024 23:00;2.872,25;2.872,25;0,00;2.057,25
19.06.2024 23:00;19.06.2024 23:15;2.836,00;2.836,00;0,00;2.004,50
19.06.2024 23:15;19.06.2024 23:30;2.797,75;2.797,75;0,00;1.952,75
19.06.2024 23:30;19.06.2024 23:45;2.761,25;2.761,25;0,00;1.937,50
19.06.2024 23:45;20.06.2024 00:00;2.706,00;2.706,25;0,25;1.896,50
20.06.2024 00:00;20.06.2024 00:15;2.633,50;2.636,25;2,75;1.835,50
20.06.2024 00:15;20.06.2024 00:30;2.607,75;2.610,00;2,25;1.827,75
20.06.2024 00:30;20.06.2024 00:45;2.569,75;2.572,00;2,25;1.805,50
20.06.2024 00:45;20.06.2024 01:00;2.559,00;2.561,25;2,25;1.817,00
20.06.2024 01:00;20.06.2024 01:15;2.567,25;2.577,00;9,75;1.829,75
20.06.2024 01:15;20.06.2024 01:30;2.514,25;2.560,25;46,00;1.773,25
20.06.2024 01:30;20.06.2024 01:45;2.475,75;2.524,00;48,25;1.765,50
20.06.2024 01:45;20.06.2024 02:00;2.467,25;2.566,00;98,75;1.789,00
20.06.2024 02:00;20.06.2024 02:15;2.477,25;2.714,75;237,50;1.808,50
20.06.2024 02:15;20.06.2024 02:30;2.440,50;2.688,25;247,75;1.784,00
20.06.2024 02:30;20.06.2024 02:45;2.425,50;2.672,75;247,25;1.776,00
20.06.2024 02:45;20.06.2024 03:00;2.433,75;2.680,75;247,00;1.797,00
20.06.2024 03:00;20.06.2024 03:15;2.448,75;2.695,50;246,75;1.839,00
20.06.2024 03:15;20.06.2024 03:30;2.457,00;2.703,75;246,75;1.872,00
20.06.2024 03:30;20.06.2024 03:45;2.440,00;2.687,50;247,50;1.868,25
20.06.2024 03:45;20.06.2024 04:00;2.489,50;2.736,00;246,50;1.926,00
20.06.2024 04:00;20.06.2024 04:15;2.547,25;2.790,00;242,75;1.976,75
20.06.2024 04:15;20.06.2024 04:30;2.566,25;2.741,00;174,75;2.010,75
20.06.2024 04:30;20.06.2024 04:45;2.554,50;2.719,00;164,50;2.047,75
20.06.2024 04:45;20.06.2024 05:00;2.522,25;2.702,00;179,75;2.067,25
20.06.2024 05:00;20.06.2024 05:15;2.598,75;2.613,00;14,25;2.146,50
20.06.2024 05:15;20.06.2024 05:30;2.605,25;2.608,00;2,75;2.150,75
20.06.2024 05:30;20.06.2024 05:45;2.631,75;2.635,00;3,25;2.176,50
20.06.2024 05:45;20.06.2024 06:00;2.641,00;2.644,25;3,25;2.150,75
20.06.2024 06:00;20.06.2024 06:15;2.753,00;2.753,25;0,25;2.231,75
20.06.2024 06:15;20.06.2024 06:30;2.809,00;2.809,00;0,00;2.255,25
20.06.2024 06:30;20.06.2024 06:45;2.873,25;2.873,25;0,00;2.241,00
20.06.2024 06:45;20.06.2024 07:00;2.919,50;2.919,50;0,00;2.180,00
20.06.2024 07:00;20.06.2024 07:15;2.958,25;2.958,25;0,00;2.099,75
20.06.2024 07:15;20.06.2024 07:30;3.041,25;3.041,25;0,00;2.059,25
20.06.2024 07:30;20.06.2024 07:45;3.097,25;3.097,25;0,00;1.992,00
20.06.2024 07:45;20.06.2024 08:00;3.109,25;3.109,50;0,25;1.889,25
20.06.2024 08:00;20.06.2024 08:15;3.129,00;3.129,25;0,25;1.750,75
20.06.2024 08:15;20.06.2024 08:30;3.139,25;3.140,75;1,50;1.606,25
20.06.2024 08:30;20.06.2024 08:45;3.171,25;3.173,50;2,25;1.493,50
20.06.2024 08:45;20.06.2024 09:00;3.086,50;3.135,50;49,00;1.309,00
20.06.2024 09:00;20.06.2024 09:15;3.125,25;3.203,25;78,00;1.164,75
20.06.2024 09:15;20.06.2024 09:30;3.117,25;3.172,75;55,50;979,50
20.06.2024 09:30;20.06.2024 09:45;3.152,00;3.260,00;108,00;866,75
20.06.2024 09:45;20.06.2024 10:00;3.147,75;3.311,50;163,75;717,25
20.06.2024 10:00;20.06.2024 10:15;3.125,50;3.246,25;120,75;543,25
20.06.2024 10:15;20.06.2024 10:30;3.112,25;3.334,00;221,75;389,00
20.06.2024 10:30;20.06.2024 10:45;3.104,50;3.344,25;239,75;266,50
20.06.2024 10:45;20.06.2024 11:00;3.086,25;3.351,00;264,75;130,50
20.06.2024 11:00;20.06.2024 11:15;3.052,50;3.323,75;271,25;36,25
20.06.2024 11:15;20.06.2024 11:30;3.029,75;3.298,50;268,75;-22,25
20.06.2024 11:30;20.06.2024 11:45;3.049,00;3.317,75;268,75;-47,00
20.06.2024 11:45;20.06.2024 12:00;3.015,50;3.282,00;266,50;-116,50
20.06.2024 12:00;20.06.2024 12:15;3.009,75;3.275,75;266,00;-123,25
20.06.2024 12:15;20.06.2024 12:30;2.985,25;3.349,50;364,25;-93,50
20.06.2024 12:30;20.06.2024 12:45;2.969,50;3.333,00;363,50;-176,75
20.06.2024 12:45;20.06.2024 13:00;2.984,00;3.347,00;363,00;-181,25
20.06.2024 13:00;20.06.2024 13:15;2.995,75;3.395,75;400,00;-147,75
20.06.2024 13:15;20.06.2024 13:30;2.975,25;3.383,00;407,75;-127,00
20.06.2024 13:30;20.06.2024 13:45;2.939,50;3.346,75;407,25;-123,00
20.06.2024 13:45;20.06.2024 14:00;2.916,50;3.323,25;406,75;-124,50
20.06.2024 14:00;20.06.2024 14:15;2.909,00;3.316,25;407,25;-107,25
20.06.2024 14:15;20.06.2024 14:30;2.897,25;3.294,00;396,75;-78,00
20.06.2024 14:30;20.06.2024 14:45;2.887,75;3.285,00;397,25;-11,75
20.06.2024 14:45;20.06.2024 15:00;2.874,75;3.270,75;396,00;55,50
20.06.2024 15:00;20.06.2024 15:15;2.896,75;3.298,50;401,75;195,75
20.06.2024 15:15;20.06.2024 15:30;2.891,75;3.286,50;394,75;320,00
20.06.2024 15:30;20.06.2024 15:45;2.892,25;3.287,75;395,50;452,75
20.06.2024 15:45;20.06.2024 16:00;2.883,50;3.277,25;393,75;548,75
20.06.2024 16:00;20.06.2024 16:15;2.967,75;3.225,50;257,75;666,25
20.06.2024 16:15;20.06.2024 16:30;2.961,25;3.204,00;242,75;750,00
20.06.2024 16:30;20.06.2024 16:45;2.953,25;3.146,75;193,50;915,25
20.06.2024 16:45;20.06.2024 17:00;2.934,75;3.116,25;181,50;1.083,50
20.06.2024 17:00;20.06.2024 17:15;2.903,00;2.960,00;57,00;1.244,00
20.06.2024 17:15;20.06.2024 17:30;2.917,00;2.921,75;4,75;1.417,00
20.06.2024 17:30;20.06.2024 17:45;2.944,00;2.944,50;0,50;1.617,75
20.06.2024 17:45;20.06.2024 18:00;2.960,75;2.961,00;0,25;1.805,75
20.06.2024 18:00;20.06.2024 18:15;2.958,75;2.958,75;0,00;1.955,50
20.06.2024 18:15;20.06.2024 18:30;2.925,25;2.925,25;0,00;2.089,50
20.06.2024 18:30;20.06.2024 18:45;2.928,75;2.928,75;0,00;2.216,50
20.06.2024 18:45;20.06.2024 19:00;2.923,50;2.923,50;0,00;2.307,25
20.06.2024 19:00;20.06.2024 19:15;2.920,25;2.920,25;0,00;2.396,00
20.06.2024 19:15;20.06.2024 19:30;2.900,25;2.900,25;0,00;2.448,25
20.06.2024 19:30;20.06.2024 19:45;2.878,00;2.878,00;0,00;2.472,00
20.06.2024 19:45;20.06.2024 20:00;2.886,50;2.886,50;0,00;2.529,75
20.06.2024 20:00;20.06.2024 20:15;2.872,25;2.872,25;0,00;2.547,50
20.06.2024 20:15;20.06.2024 20:30;2.840,50;2.840,50;0,00;2.529,75
20.06.2024 20:30;20.06.2024 20:45;2.810,75;2.810,75;0,00;2.519,00
20.06.2024 20:45;20.06.2024 21:00;2.754,50;2.754,50;0,00;2.485,25
20.06.2024 21:00;20.06.2024 21:15;2.709,00;2.709,00;0,00;2.463,00
20.06.2024 21:15;20.06.2024 21:30;2.694,25;2.694,25;0,00;2.467,50
20.06.2024 21:30;20.06.2024 21:45;2.672,50;2.672,50;0,00;2.455,25
20.06.2024 21:45;20.06.2024 22:00;2.640,00;2.640,00;0,00;2.408,50
20.06.2024 22:00;20.06.2024 22:15;2.620,50;2.620,75;0,25;2.379,50
20.06.2024 22:15;20.06.2024 22:30;2.574,00;2.594,50;20,50;2.316,75
20.06.2024 22:30;20.06.2024 22:45;2.554,50;2.575,00;20,50;2.287,25
20.06.2024 22:45;20.06.2024 23:00;2.505,75;2.526,25;20,50;2.225,75
20.06.2024 23:00;20.06.2024 23:15;2.457,50;2.478,00;20,50;2.155,00
20.06.2024 23:15;20.06.2024 23:30;2.418,50;2.439,25;20,75;2.094,00
20.06.2024 23:30;20.06.2024 23:45;2.352,75;2.376,75;24,00;2.021,00
20.06.2024 23:45;21.06.2024 00:00;2.345,75;2.418,00;72,25;1.994,75
21.06.2024 00:00;21.06.2024 00:15;2.293,75;2.300,50;6,75;1.949,50
21.06.2024 00:15;21.06.2024 00:30;2.257,25;2.259,50;2,25;1.912,00
21.06.2024 00:30;21.06.2024 00:45;2.225,00;2.231,75;6,75;1.888,75
21.06.2024 00:45;21.06.2024 01:00;2.208,25;2.263,25;55,00;1.893,75
21.06.2024 01:00;21.06.2024 01:15;2.179,50;2.191,25;11,75;1.878,25
21.06.2024 01:15;21.06.2024 01:30;2.171,75;2.177,75;6,00;1.874,00
21.06.2024 01:30;21.06.2024 01:45;2.157,75;2.213,00;55,25;1.865,25
21.06.2024 01:45;21.06.2024 02:00;2.122,50;2.227,75;105,25;1.841,75
21.06.2024 02:00;21.06.2024 02:15;2.118,50;2.308,00;189,50;1.855,25
21.06.2024 02:15;21.06.2024 02:30;2.123,00;2.364,50;241,50;1.868,25
21.06.2024 02:30;21.06.2024 02:45;2.096,00;2.380,75;284,75;1.853,25
21.06.2024 02:45;21.06.2024 03:00;2.090,50;2.381,75;291,25;1.842,75
21.06.2024 03:00;21.06.2024 03:15;2.096,25;2.355,25;259,00;1.854,50
21.06.2024 03:15;21.06.2024 03:30;2.101,25;2.374,75;273,50;1.854,75
21.06.2024 03:30;21.06.2024 03:45;2.113,75;2.390,75;277,00;1.863,50
21.06.2024 03:45;21.06.2024 04:00;2.112,25;2.395,75;283,50;1.860,00
21.06.2024 04:00;21.06.2024 04:15;2.126,25;2.375,50;249,25;1.853,75
21.06.2024 04:15;21.06.2024 04:30;2.173,50;2.420,75;247,25;1.900,00
21.06.2024 04:30;21.06.2024 04:45;2.170,25;2.417,25;247,00;1.895,00
21.06.2024 04:45;21.06.2024 05:00;2.173,50;2.371,25;197,75;1.894,00
21.06.2024 05:00;21.06.2024 05:15;2.228,75;2.296,75;68,00;1.922,00
21.06.2024 05:15;21.06.2024 05:30;2.264,75;2.322,25;57,50;1.922,25
21.06.2024 05:30;21.06.2024 05:45;2.297,75;2.306,00;8,25;1.916,50
21.06.2024 05:45;21.06.2024 06:00;2.400,75;2.404,25;3,50;1.972,25
21.06.2024 06:00;21.06.2024 06:15;2.488,50;2.490,25;1,75;2.010,50
21.06.2024 06:15;21.06.2024 06:30;2.589,25;2.590,50;1,25;2.068,25
21.06.2024 06:30;21.06.2024 06:45;2.648,50;2.649,75;1,25;2.054,50
21.06.2024 06:45;21.06.2024 07:00;2.732,00;2.733,25;1,25;2.065,25
21.06.2024 07:00;21.06.2024 07:15;2.799,00;2.800,25;1,25;2.077,25
21.06.2024 07:15;21.06.2024 07:30;2.852,50;2.852,75;0,25;2.089,50
21.06.2024 07:30;21.06.2024 07:45;2.892,75;2.892,75;0,00;2.038,00
21.06.2024 07:45;21.06.2024 08:00;2.963,25;2.963,25;0,00;2.035,50
21.06.2024 08:00;21.06.2024 08:15;3.003,50;3.003,50;0,00;2.004,75
21.06.2024 08:15;21.06.2024 08:30;3.018,75;3.018,75;0,00;1.942,00
21.06.2024 08:30;21.06.2024 08:45;3.047,25;3.048,75;1,50;1.873,75
21.06.2024 08:45;21.06.2024 09:00;3.093,00;3.094,50;1,50;1.785,00
21.06.2024 09:00;21.06.2024 09:15;3.120,75;3.120,75;0,00;1.662,25
21.06.2024 09:15;21.06.2024 09:30;3.094,25;3.094,25;0,00;1.482,00
21.06.2024 09:30;21.06.2024 09:45;3.130,00;3.131,25;1,25;1.370,50
21.06.2024 09:45;21.06.2024 10:00;3.164,25;3.166,00;1,75;1.243,25
21.06.2024 10:00;21.06.2024 10:15;3.210,75;3.326,50;115,75;1.141,50
21.06.2024 10:15;21.06.2024 10:30;3.209,75;3.356,75;147,00;997,00
21.06.2024 10:30;21.06.2024 10:45;3.206,00;3.353,00;147,00;856,25
21.06.2024 10:45;21.06.2024 11:00;3.256,75;3.405,50;148,75;790,25
21.06.2024 11:00;21.06.2024 11:15;3.243,50;3.429,25;185,75;680,75
21.06.2024 11:15;21.06.2024 11:30;3.227,50;3.404,00;176,50;654,00
21.06.2024 11:30;21.06.2024 11:45;3.252,50;3.385,25;132,75;762,25
21.06.2024 11:45;21.06.2024 12:00;3.263,50;3.401,00;137,50;852,75
21.06.2024 12:00;21.06.2024 12:15;3.245,75;3.356,50;110,75;934,25
21.06.2024 12:15;21.06.2024 12:30;3.209,25;3.365,75;156,50;962,00
21.06.2024 12:30;21.06.2024 12:45;3.202,00;3.410,25;208,25;1.069,25
21.06.2024 12:45;21.06.2024 13:00;3.189,25;3.402,25;213,00;1.186,00
21.06.2024 13:00;21.06.2024 13:15;3.193,25;3.431,00;237,75;1.287,00
21.06.2024 13:15;21.06.2024 13:30;3.161,75;3.447,25;285,50;1.310,00
21.06.2024 13:30;21.06.2024 13:45;3.153,75;3.442,00;288,25;1.376,75
21.06.2024 13:45;21.06.2024 14:00;3.106,50;3.471,25;364,75;1.407,75
21.06.2024 14:00;21.06.2024 14:15;3.122,50;3.490,25;367,75;1.486,00
21.06.2024 14:15;21.06.2024 14:30;3.066,50;3.475,25;408,75;1.514,75
21.06.2024 14:30;21.06.2024 14:45;3.073,75;3.525,75;452,00;1.573,25
21.06.2024 14:45;21.06.2024 15:00;3.069,75;3.518,75;449,00;1.617,75
21.06.2024 15:00;21.06.2024 15:15;3.056,25;3.456,75;400,50;1.656,75
21.06.2024 15:15;21.06.2024 15:30;3.068,00;3.465,75;397,75;1.720,25
21.06.2024 15:30;21.06.2024 15:45;3.009,00;3.406,50;397,50;1.672,50
21.06.2024 15:45;21.06.2024 16:00;3.045,75;3.447,00;401,25;1.712,00
21.06.2024 16:00;21.06.2024 16:15;3.053,50;3.431,75;378,25;1.779,25
21.06.2024 16:15;21.06.2024 16:30;3.043,75;3.402,75;359,00;1.782,00
21.06.2024 16:30;21.06.2024 16:45;3.024,25;3.263,50;239,25;1.755,25
21.06.2024 16:45;21.06.2024 17:00;3.049,25;3.174,25;125,00;1.757,25
21.06.2024 17:00;21.06.2024 17:15;3.035,00;3.042,75;7,75;1.707,00
21.06.2024 17:15;21.06.2024 17:30;3.096,50;3.097,00;0,50;1.760,75
21.06.2024 17:30;21.06.2024 17:45;3.111,00;3.111,50;0,50;1.732,50
21.06.2024 17:45;21.06.2024 18:00;3.120,25;3.120,75;0,50;1.718,50
21.06.2024 18:00;21.06.2024 18:15;3.146,25;3.146,75;0,50;1.841,00
21.06.2024 18:15;21.06.2024 18:30;3.152,00;3.152,25;0,25;1.862,25
21.06.2024 18:30;21.06.2024 18:45;3.180,00;3.180,25;0,25;1.857,00
21.06.2024 18:45;21.06.2024 19:00;3.188,50;3.188,75;0,25;1.838,00
21.06.2024 19:00;21.06.2024 19:15;3.180,00;3.180,00;0,00;1.894,00
21.06.2024 19:15;21.06.2024 19:30;3.179,75;3.179,75;0,00;1.950,50
21.06.2024 19:30;21.06.2024 19:45;3.152,25;3.152,25;0,00;2.011,75
21.06.2024 19:45;21.06.2024 20:00;3.189,25;3.189,25;0,00;2.082,25
21.06.2024 20:00;21.06.2024 20:15;3.135,00;3.135,00;0,00;2.082,25
21.06.2024 20:15;21.06.2024 20:30;3.082,00;3.082,00;0,00;2.078,75
21.06.2024 20:30;21.06.2024 20:45;3.035,75;3.035,75;0,00;2.058,25
21.06.2024 20:45;21.06.2024 21:00;2.987,00;2.987,00;0,00;2.033,25
21.06.2024 21:00;21.06.2024 21:15;2.969,00;2.969,00;0,00;1.983,00
21.06.2024 21:15;21.06.2024 21:30;2.895,50;2.895,50;0,00;1.842,50
21.06.2024 21:30;21.06.2024 21:45;2.842,75;2.842,75;0,00;1.753,50
21.06.2024 21:45;21.06.2024 22:00;2.853,50;2.853,50;0,00;1.717,75
21.06.2024 22:00;21.06.2024 22:15;2.856,25;2.856,25;0,00;1.666,25
21.06.2024 22:15;21.06.2024 22:30;2.858,75;2.858,75;0,00;1.637,25
21.06.2024 22:30;21.06.2024 22:45;2.786,25;2.786,25;0,00;1.507,25
21.06.2024 22:45;21.06.2024 23:00;2.756,25;2.756,50;0,25;1.445,00
21.06.2024 23:00;21.06.2024 23:15;2.703,50;2.703,75;0,25;1.345,25
21.06.2024 23:15;21.06.2024 23:30;2.647,75;2.652,25;4,50;1.263,25
21.06.2024 23:30;21.06.2024 23:45;2.567,25;2.619,25;52,00;1.212,25
21.06.2024 23:45;22.06.2024 00:00;2.518,25;2.522,00;3,75;1.131,25
22.06.2024 00:00;22.06.2024 00:15;2.468,25;2.471,50;3,25;990,75
22.06.2024 00:15;22.06.2024 00:30;2.451,00;2.454,25;3,25;936,50
22.06.2024 00:30;22.06.2024 00:45;2.416,75;2.420,00;3,25;842,50
22.06.2024 00:45;22.06.2024 01:00;2.330,00;2.333,25;3,25;751,75
22.06.2024 01:00;22.06.2024 01:15;2.294,50;2.297,75;3,25;705,50
22.06.2024 01:15;22.06.2024 01:30;2.263,25;2.266,75;3,50;630,25
22.06.2024 01:30;22.06.2024 01:45;2.272,50;2.277,75;5,25;648,25
22.06.2024 01:45;22.06.2024 02:00;2.247,75;2.298,00;50,25;625,00
22.06.2024 02:00;22.06.2024 02:15;2.239,75;2.245,50;5,75;634,00
22.06.2024 02:15;22.06.2024 02:30;2.208,25;2.259,00;50,75;648,50
22.06.2024 02:30;22.06.2024 02:45;2.177,00;2.293,50;116,50;673,00
22.06.2024 02:45;22.06.2024 03:00;2.163,25;2.300,25;137,00;732,75
22.06.2024 03:00;22.06.2024 03:15;2.141,00;2.258,00;117,00;748,00
22.06.2024 03:15;22.06.2024 03:30;2.120,25;2.306,50;186,25;751,25
22.06.2024 03:30;22.06.2024 03:45;2.084,75;2.248,75;164,00;696,00
22.06.2024 03:45;22.06.2024 04:00;2.080,50;2.270,50;190,00;714,00
22.06.2024 04:00;22.06.2024 04:15;2.065,25;2.271,50;206,25;761,75
22.06.2024 04:15;22.06.2024 04:30;2.085,00;2.293,00;208,00;728,50
22.06.2024 04:30;22.06.2024 04:45;2.022,25;2.213,50;191,25;583,75
22.06.2024 04:45;22.06.2024 05:00;2.050,50;2.246,50;196,00;565,25
22.06.2024 05:00;22.06.2024 05:15;2.043,25;2.206,50;163,25;539,25
22.06.2024 05:15;22.06.2024 05:30;2.031,00;2.218,75;187,75;516,00
22.06.2024 05:30;22.06.2024 05:45;2.037,50;2.175,50;138,00;474,75
22.06.2024 05:45;22.06.2024 06:00;2.054,25;2.190,50;136,25;416,50
22.06.2024 06:00;22.06.2024 06:15;2.118,50;2.258,25;139,75;386,00
22.06.2024 06:15;22.06.2024 06:30;2.157,50;2.345,25;187,75;400,50
22.06.2024 06:30;22.06.2024 06:45;2.210,00;2.398,75;188,75;378,75
22.06.2024 06:45;22.06.2024 07:00;2.258,50;2.493,00;234,50;391,50
22.06.2024 07:00;22.06.2024 07:15;2.310,75;2.452,75;142,00;416,00
22.06.2024 07:15;22.06.2024 07:30;2.363,75;2.500,75;137,00;393,00
22.06.2024 07:30;22.06.2024 07:45;2.419,25;2.604,00;184,75;364,00
22.06.2024 07:45;22.06.2024 08:00;2.470,25;2.660,25;190,00;374,50
22.06.2024 08:00;22.06.2024 08:15;2.529,75;2.774,25;244,50;361,50
22.06.2024 08:15;22.06.2024 08:30;2.621,50;2.911,50;290,00;351,75
22.06.2024 08:30;22.06.2024 08:45;2.707,25;3.043,50;336,25;314,50
22.06.2024 08:45;22.06.2024 09:00;2.800,25;2.992,25;192,00;229,00
22.06.2024 09:00;22.06.2024 09:15;2.815,50;3.003,50;188,00;59,25
22.06.2024 09:15;22.06.2024 09:30;2.847,25;3.035,50;188,25;-24,00
22.06.2024 09:30;22.06.2024 09:45;2.898,00;3.090,75;192,75;-135,25
22.06.2024 09:45;22.06.2024 10:00;2.893,75;3.084,75;191,00;-250,50
22.06.2024 10:00;22.06.2024 10:15;3.001,75;3.188,75;187,00;-321,00
22.06.2024 10:15;22.06.2024 10:30;2.961,00;3.147,75;186,75;-577,75
22.06.2024 10:30;22.06.2024 10:45;2.964,50;3.151,00;186,50;-747,75
22.06.2024 10:45;22.06.2024 11:00;2.973,75;3.160,00;186,25;-820,50
22.06.2024 11:00;22.06.2024 11:15;3.058,50;3.261,00;202,50;-880,75
22.06.2024 11:15;22.06.2024 11:30;3.090,75;3.435,50;344,75;-1.033,00
22.06.2024 11:30;22.06.2024 11:45;3.043,75;3.390,50;346,75;-1.263,00
22.06.2024 11:45;22.06.2024 12:00;3.025,50;3.372,25;346,75;-1.369,50
22.06.2024 12:00;22.06.2024 12:15;3.091,25;3.457,25;366,00;-1.380,00
22.06.2024 12:15;22.06.2024 12:30;2.997,25;3.411,50;414,25;-1.597,50
22.06.2024 12:30;22.06.2024 12:45;2.944,25;3.361,75;417,50;-1.653,00
22.06.2024 12:45;22.06.2024 13:00;2.927,25;3.389,00;461,75;-1.587,75
22.06.2024 13:00;22.06.2024 13:15;2.848,25;3.313,75;465,50;-1.677,50
22.06.2024 13:15;22.06.2024 13:30;2.860,25;3.325,50;465,25;-1.683,50
22.06.2024 13:30;22.06.2024 13:45;2.838,00;3.302,75;464,75;-1.611,75
22.06.2024 13:45;22.06.2024 14:00;2.810,50;3.274,50;464,00;-1.553,50
22.06.2024 14:00;22.06.2024 14:15;2.708,25;3.171,25;463,00;-1.532,00
22.06.2024 14:15;22.06.2024 14:30;2.752,25;3.214,50;462,25;-1.477,25
22.06.2024 14:30;22.06.2024 14:45;2.783,50;3.244,75;461,25;-1.377,00
22.06.2024 14:45;22.06.2024 15:00;2.792,25;3.252,75;460,50;-1.334,75
22.06.2024 15:00;22.06.2024 15:15;2.719,25;3.178,00;458,75;-1.328,00
22.06.2024 15:15;22.06.2024 15:30;2.746,75;3.204,50;457,75;-1.211,25
22.06.2024 15:30;22.06.2024 15:45;2.722,25;3.178,00;455,75;-1.112,25
22.06.2024 15:45;22.06.2024 16:00;2.781,50;3.236,50;455,00;-1.006,00
22.06.2024 16:00;22.06.2024 16:15;2.824,75;3.238,50;413,75;-918,50
22.06.2024 16:15;22.06.2024 16:30;2.813,75;3.215,25;401,50;-941,75
22.06.2024 16:30;22.06.2024 16:45;2.831,75;3.133,00;301,25;-836,00
22.06.2024 16:45;22.06.2024 17:00;2.897,00;3.189,25;292,25;-640,50
22.06.2024 17:00;22.06.2024 17:15;2.827,50;3.117,50;290,00;-513,25
22.06.2024 17:15;22.06.2024 17:30;2.834,25;3.034,75;200,50;-334,75
22.06.2024 17:30;22.06.2024 17:45;2.878,50;3.032,50;154,00;-101,50
22.06.2024 17:45;22.06.2024 18:00;2.907,00;3.059,75;152,75;92,25
22.06.2024 18:00;22.06.2024 18:15;2.871,25;2.995,00;123,75;220,50
22.06.2024 18:15;22.06.2024 18:30;2.898,75;3.071,50;172,75;380,25
22.06.2024 18:30;22.06.2024 18:45;2.909,25;3.025,00;115,75;553,25
22.06.2024 18:45;22.06.2024 19:00;2.912,00;2.921,00;9,00;751,25
22.06.2024 19:00;22.06.2024 19:15;2.895,75;2.896,00;0,25;928,00
22.06.2024 19:15;22.06.2024 19:30;2.851,00;2.851,25;0,25;1.098,75
22.06.2024 19:30;22.06.2024 19:45;2.827,75;2.827,75;0,00;1.291,25
22.06.2024 19:45;22.06.2024 20:00;2.777,25;2.777,25;0,00;1.355,00
22.06.2024 20:00;22.06.2024 20:15;2.751,25;2.751,25;0,00;1.420,75
22.06.2024 20:15;22.06.2024 20:30;2.714,25;2.714,25;0,00;1.519,75
22.06.2024 20:30;22.06.2024 20:45;2.684,00;2.684,00;0,00;1.619,50
22.06.2024 20:45;22.06.2024 21:00;2.682,50;2.682,50;0,00;1.671,00
22.06.2024 21:00;22.06.2024 21:15;2.664,75;2.664,75;0,00;1.689,75
22.06.2024 21:15;22.06.2024 21:30;2.618,75;2.618,75;0,00;1.666,00
22.06.2024 21:30;22.06.2024 21:45;2.595,00;2.595,00;0,00;1.660,50
